Country Name,Languages,Name in Original language,Population,Pop. Rank,Pop Rank Stars,Pop Growth,Pop. Growth Rank,Pop Growh Rank Stars,GDP (Million US$),GDP Rank,GDP Rank Stars,GDP per capita (USD),GDP per capita Rank,GDP per capita Rank Stars,Continent,Capital,Government,"Area, Sq km2",Area Rank,Area Rank Stars,Currency,Gini Index,Gini Rank,Gini Index Rank Stars,Climate,EU?,Schengen?,WPFI,WPFI Rank,WPFI Rank Stars,HDI,HDI Rank,HDI Rank Stars,General info,Iso Code,Len(info),Len(name),Non-Independent,Chinese
Solomon Islands,"Englih, Neo-Solomonic","Solomon Islands, Solomon Aelan","740,425",162,1,2.23%,39,4,"1,632",176,1,"2,204",144,2,Oceania,Honiara,Constitutional monarchy,28896,139,2,Solomon Islands dollar,37.1,94,3,"Tropical; hot, humid",,,-,-,0,0.564,154,2,"The Solomon Islands, a sprawling archipelago of nearly 1,000 islands, witnessed some of the fiercest fighting of WWII, including the Battle of Guadalcanal, leaving its waters littered with wrecks that are now a haunting paradise for divers. Its cultural landscape is incredibly diverse, with over 70 living languages. The nation's heavy reliance on logging and foreign aid creates economic vulnerability. It faces an existential threat from climate change, with sea-level rise already submerging low-lying islands, while the legacy of intense ethnic conflict from 1998-2003 still casts a shadow.",SB,595,15,No,所罗门群岛
Somalia,"Arabic, Somali","Soomaaliya aş-Şūmāl, الصومال","18,143,379",68,2,3.10%,7,5,"7,628",152,1,420,191,1,Africa,Mogadishu,Republic,637657,43,4,Somali shilling,36.8,90,4,"Arid; hot, desert climate",,,44.24,136,1,-,-,0,"Occupying a strategic location in the Horn of Africa, Somalia boasts the longest coastline on the mainland continent. For centuries, it was a vital hub for commerce. The collapse of its government in 1991 plunged it into a prolonged civil war, making it a textbook example of a 'failed state.' It has battled famine, piracy, and the brutal insurgency of Al-Shabaab. Despite the chaos, Somali culture endures, with a rich poetic tradition and a remarkably resilient entrepreneurial spirit. The northern region of Somaliland has achieved relative stability, though it remains internationally unrecognized.",SO,603,7,No,索马里
South Africa,"Afrikaans, English, isiZulu... and 8 more!","Suid-Afrika, South Africa, iNingizimu Afrika... and 8 more!","60,414,495",24,4,0.87%,101,2,"419,016",33,3,"6,936",90,2,Africa,"Pretoria, Cape Town, Bloemfontein",Republic,1221037,24,5,South African rand,63,186,1,Diverse; desert to subtropical,,,78.6,25,4,0.713,108,4,"South Africa, the 'Rainbow Nation,' is a country of stunning contrasts, from the iconic Table Mountain to the wildlife-rich Kruger National Park. Its 20th-century history was defined by Apartheid, a brutal system of institutionalized racial segregation. The struggle against it, led by icons like Nelson Mandela, was a global inspiration. While it is one of Africa's most advanced economies, the deep scars of apartheid remain: it is one of the most unequal countries on Earth, grappling with staggeringly high unemployment, a severe crime problem, and ongoing racial tensions.",ZA,577,12,No,南非
South Korea,Korean,Hanguk 한국 Namhan 남한,"51,784,059",29,4,-0.06%,168,1,"1,810,966",10,4,"34,971",29,4,Asia,Seoul,Republic,100210,107,3,South Korean won,34.5,63,4,Temperate; four distinct seasons,,,70.83,46,3,0.925,19,5,"South Korea's 'Miracle on the Han River' saw it rocket from a war-torn nation to a global economic and technological powerhouse, home to giants like Samsung and Hyundai. Its vibrant pop culture, including K-pop and Oscar-winning films, has taken the world by storm. This rapid modernization has come at a cost: society faces immense pressure from a hyper-competitive education system and work culture. It technically remains at war with North Korea, with a heavily fortified border. A rapidly aging population and one of the world's lowest birthrates pose a severe demographic challenge for its future.",KR,602,11,No,韩国
South Sudan,"English, Dinka, Swahili","South Sudan, Paguot Thudän, Sudan Kusini","11,088,796",85,2,1.61%,57,3,"4,304",158,1,388,192,1,Africa,Juba,Republic,644329,41,4,South Sudanese pound,44.1,147,2,"Tropical; hot, wet/dry seasons",,,50.62,114,2,0.385,190,1,"The world's youngest country, South Sudan was born in 2011 from the continent's longest-running civil war. Initial euphoria for independence was tragically short-lived. A devastating new civil war erupted in 2013, largely along ethnic lines, unleashing a catastrophic humanitarian crisis with widespread famine, millions displaced, and horrific atrocities. The nation's vast oil reserves, which account for almost all its exports, have fueled corruption rather than development. Despite fragile peace deals, the country remains one of the most dangerous and least developed in the world.",SS,587,11,No,南苏丹
Spain,"Spanish, Catalan, Basque","España, Espanya, Espainia","47,519,628",32,3,-0.08%,171,1,"1,427,381",14,4,"30,038",33,4,Europe,Madrid,Constitutional monarchy,505992,51,4,European euro,33,51,4,Diverse; Mediterranean to alpine,Yes,Yes,75.37,35,4,0.905,26,5,"Spain's global influence is rooted in its history as a vast colonial empire, leaving a legacy of Spanish speakers worldwide. Its culture is a passionate mix of flamenco rhythms, vibrant fiestas, and world-class cuisine. Architectural wonders range from the Moorish Alhambra to Gaudí's surreal Sagrada Família. After emerging from the Franco dictatorship in 1975, it became a vibrant democracy. However, it continues to battle high youth unemployment and economic volatility. Deep political fissures persist, most notably the powerful and divisive independence movement in the Catalonia region.",ES,593,5,No,西班牙
Sri Lanka,"Sinhala, Tamil",Sri Lankā ශ්‍රී ලංකාව இலங்கை,"21,893,579",60,3,0.28%,150,2,"85,309",69,2,"3,897",120,2,Asia,Sri Jayawardenepura Kotte,Republic,65610,120,2,Sri Lankan rupee,39.3,115,3,"Tropical; monsoons, hot year-round",,,45.85,131,2,0.782,72,4,"Known as the 'Pearl of the Indian Ocean,' Sri Lanka is an island of incredible biodiversity, ancient Buddhist temples, and rolling tea plantations. Its modern history was scarred by a brutal, 26-year civil war between the Sinhalese-dominated government and the Tamil Tigers, a conflict that ended in 2009 with enormous bloodshed and allegations of war crimes that still haunt the nation. While a popular tourist destination, it continues to struggle with ethnic tensions, political instability, and has recently suffered a devastating economic crisis leading to widespread hardship.",LK,582,9,No,斯里兰卡
Sudan,Arabic,As-Sudan السودان,"48,109,006",31,3,2.63%,20,4,"35,867",100,1,746,178,1,Africa,Khartoum,Provisional,1861484,15,5,Sudanese pound,34.2,59,4,"Desert; very hot, dry",,,40.83,143,1,0.508,171,2,"Home to more pyramids than Egypt, Sudan possesses a rich history from the ancient Kingdom of Kush. Its recent history has been defined by conflict and authoritarian rule. The long dictatorship of Omar al-Bashir was marked by international isolation and the horrific war in Darfur, which saw him indicted for genocide. The 2011 secession of South Sudan cost the nation three-quarters of its oil reserves. A 2019 revolution brought hope for democracy, but this was shattered by a 2021 military coup and a devastating new war that erupted in 2023, plunging the nation into a catastrophic humanitarian crisis.",SD,605,5,No,苏丹
Suriname,Dutch,Republiek Suriname,"623,237",165,1,0.84%,104,2,"3,224",164,1,"5,173",106,2,South America,Paramaribo,Republic,163820,90,3,Surinamese dollar,57.9,184,1,"Tropical; hot, wet",,,70.62,47,3,0.73,99,4,"Suriname, one of Earth's most forested countries, over 90% covered by pristine rainforest, is a unique cultural melting pot. Its population has roots in Africa, India, Indonesia, and the Netherlands; its official language is Dutch, a rarity in the Americas. The capital, Paramaribo, features unique colonial architecture and is a UNESCO World Heritage site. The nation's recent history is marred by the military dictatorship responsible for the ""December Murders"" of political opponents. Despite its wealth in gold, oil, and biodiversity, it faces challenges with corruption and economic instability.",SR,600,8,No,苏里南
Sweden,Swedish,Sverige,"10,612,086",86,2,0.59%,130,2,"635,664",22,3,"59,900",13,5,Europe,Stockholm,Constitutional monarchy,447425,55,3,Swedish krona,26.8,16,5,"Temperate; cold winters, mild summers",Yes,Yes,88.15,4,5,0.947,6,5,"Sweden, a Scandinavian nation famed for its ""lagom"" philosophy of moderation, is a global leader in design (IKEA), music (ABBA to Avicii), and social progress. Its cradle-to-grave welfare state provides extensive public services. Historically neutral for over 200 years, its policy shifted dramatically with its application to NATO after Russia's invasion of Ukraine. While celebrated for its innovation and environmentalism, Sweden grapples with challenges of integrating large immigrant populations and rising gang-related violence, questioning its long-held societal model.",SE,576,6,No,瑞典
Switzerland,"French, German, Italian, Romansh","Suisse, Schweiz, Svizzera, Svizra","8,796,669",100,2,0.64%,125,2,"812,867",20,3,"92,406",5,5,Europe,Bern,Republic,41277,132,2,Swiss franc,33.1,53,4,Temperate; varies with altitude,,,84.4,12,4,0.962,1,5,"Switzerland, a landlocked nation of Alpine peaks and pristine lakes, is a bastion of neutrality and prosperity. It's renowned for its direct democracy system, where citizens frequently vote on legislation. Home to four national languages, its culture is a rich tapestry of German, French, and Italian influences. Its economy thrives on high-tech manufacturing, from luxury watches to pharmaceuticals, and its banking sector, long criticized for its secrecy. Beyond chocolate and cheese, it's a hub for science, hosting the CERN particle physics laboratory, probing the universe's fundamental secrets.",CH,600,11,No,瑞士
Syria,Arabic,Suriyah سورية,"23,227,014",59,3,4.98%,1,5,"19,719",113,1,849,173,1,Asia,Damascus,Republic,185180,87,3,Syrian pound,55.8,180,1,"Arid; hot, desert, Mediterranean",,,27.22,170,1,0.577,149,2,"Syria, a land steeped in history and once a cradle of civilizations, home to ancient metropolises like Damascus and the caravan city of Palmyra, is now synonymous with a devastating civil war since 2011. The conflict has unleashed one of the worst humanitarian crises of the 21st century, leading to hundreds of thousands of deaths, the displacement of over half its population, and the obliteration of priceless cultural heritage. The war is a complex proxy conflict, involving numerous international powers and non-state actors, leaving the nation fractured and its future uncertain.",SY,585,5,No,叙利亚
Tajikistan,Tajiki-Persian,Tojikistan Тоҷикистон,"10,143,543",94,2,1.92%,49,3,"8,746",147,1,862,172,1,Asia,Dushanbe,Republic,143100,94,3,Tajikistani somoni,34,58,4,Varied; semi-arid to polar,,,39.06,148,1,0.685,121,3,"Tajikistan, a land of breathtaking vertical landscapes dominated by the Pamir Mountains, often called the ""Roof of the World,"" is a nation with deep Persian cultural roots, setting it apart from its Turkic neighbors in Central Asia. It's the region's poorest country, its economy heavily dependent on remittances from migrant workers, primarily in Russia. The country has been under the iron-fisted rule of President Emomali Rahmon since 1994, facing challenges of widespread corruption, political repression, and its precarious position bordering Afghanistan.",TJ,560,10,No,塔吉克斯坦
Tanzania,"English, Swahili",Tanzania,"67,438,106",22,4,2.96%,9,4,"70,297",73,2,"1,042",166,1,Africa,Dodoma,Republic,945087,30,4,Tanzanian shilling,40.5,123,3,Tropical; savanna and highland,,,44.02,138,1,0.549,159,2,"Tanzania is a land of superlatives, home to Africa's highest peak, Mount Kilimanjaro, and the Serengeti, stage for the spectacular Great Migration of millions of wildebeest and zebra. Its diverse landscapes host an unparalleled concentration of wildlife. The semi-autonomous archipelago of Zanzibar adds a unique flavor with its history of spice trade and Swahili culture. Despite relative political stability since its independence, Tanzania struggles with widespread poverty and a recent trend toward authoritarianism that has suppressed political dissent and media freedom.",TZ,576,8,No,坦桑尼亚
Thailand,Thai,"Mueang Thai, Prathet Thai, Ratcha-anachak Thai เมืองไทย","71,801,279",20,4,0.15%,157,2,"505,982",25,3,"7,047",89,2,Asia,Bangkok,Constitutional monarchy,513120,50,4,Thai baht,35,69,4,Tropical; monsoon seasons,,,55.24,102,2,0.8,65,4,"Thailand, the ""Land of Smiles,"" is a kingdom of contrasts, from the pulsating energy of Bangkok to serene temples and idyllic beaches. Unique in Southeast Asia for never having been colonized by a European power, it boasts a rich culture and a world-famous cuisine. The nation is a constitutional monarchy, where the king holds immense cultural and political influence, protected by some of the world's strictest lèse-majesté laws. However, its modern history has been turbulent, marked by a cycle of popular protests and more than a dozen military coups that have stifled democratic development.",TH,596,8,No,泰国
Togo,"Ewe, French, Kabiye",Togo,"9,053,799",98,2,2.32%,33,4,"8,160",150,1,901,169,1,Africa,Lomé,Republic,56785,123,2,West African CFA franc,42.4,137,3,"Tropical; hot, humid",,,63.06,68,2,0.539,161,2,"Togo, a narrow sliver of a country in West Africa, is infamous for its political dynasty. It was ruled for 38 years by the dictator Gnassingbé Eyadéma, one of Africa's longest-serving rulers, who was then succeeded by his son upon his death in 2005, a succession decried as a coup. The country is a major center for the Voodoo religion. Despite being one of the world's largest phosphate producers, Togo has struggled with political repression, poverty, and a lack of economic diversification, with most of the population relying on subsistence agriculture.",TG,557,4,No,多哥
Tonga,"English, Tongan",Tonga,"107,773",181,1,0.86%,102,2,472,188,1,"4,380",115,2,Oceania,Nukuʻalofa,Constitutional monarchy,747,175,1,Tongan pa’anga,37.6,100,3,"Tropical; warm, wet season",,,71.29,43,3,0.745,92,4,"Tonga, the South Pacific's only remaining Polynesian kingdom, is an archipelago of over 170 islands. Never formally colonized, it maintains a unique culture and social structure with a king and a class of nobles. Known as the ""Friendly Islands,"" it boasts coral reefs and humpback whale migrations. In 2022, the massive eruption of the Hunga Tonga–Hunga Haʻapai volcano, one of the largest in modern history, devastated the nation. Tonga faces challenges from its geographical isolation, reliance on remittances, and one of the highest obesity rates in the world.",TO,563,5,No,汤加
Trinidad and Tobago,English,Trinidad and Tobago,"1,534,937",150,1,0.25%,152,2,"24,460",108,1,"15,936",55,3,North America,Port of Spain,Republic,5130,165,1,Trinidad and Tobago dollar,39,113,3,"Tropical; hot, humid",,,76.54,30,4,0.81,56,4,"Trinidad and Tobago, a twin-island nation off the coast of Venezuela, is an energetic cultural melting pot. Its world-famous Carnival and the invention of the steelpan drum are born from its rich blend of African and Indian heritage. It is one of the Caribbean's wealthiest nations, thanks to vast reserves of oil and natural gas, and home to the Pitch Lake, the largest natural deposit of asphalt in the world. However, this prosperity is tainted by a volatile, energy-dependent economy, deep-seated racial tensions, and one of the highest crime rates in the region.",TT,567,19,No,特立尼达和多巴哥
Tunisia,"Arabic,Berber","Tunes, تونس","12,458,223",78,2,0.83%,105,2,"46,687",88,1,"3,747",125,2,Africa,Tunis,Republic,163610,91,3,Tunisian dinar,35.8,82,4,"Temperate; Mediterranean, arid inland",,,50.11,117,2,0.731,97,4,"Tunisia, where the ancient city of Carthage once rivaled Rome, boasts a rich tapestry of history with remarkably preserved Roman ruins like the El Djem amphitheater. Its landscapes sweep from sunny Mediterranean beaches to the vast Sahara Desert, famously used as a filming location for Star Wars. Tunisia was the cradle of the 2011 Arab Spring, sparking a wave of protests across the region and ushering in a new democratic era. However, the country still grapples with high youth unemployment, economic instability, and persistent security threats from extremist groups.",TN,572,7,No,突尼斯
Turkey,Turkish,Türkiye Cumhuriyeti,"85,816,199",18,4,0.56%,134,2,"819,034",19,3,"9,544",74,2,Asia,Ankara,Republic,783562,36,4,Turkish lira,41.9,133,3,Diverse; Mediterranean to alpine,,,33.97,160,1,0.838,47,4,"Turkey is a land of contrasts, a bridge between Europe and Asia, with Istanbul as its crown jewel, a city that has been the capital of Roman, Byzantine, and Ottoman empires. Its landscape is dotted with ancient wonders, from the Greco-Roman ruins of Ephesus to the surreal ""fairy chimneys"" of Cappadocia. Turkish culture is a vibrant mix of these influences, visible in its world-famous cuisine and bustling bazaars. Yet, modern Turkey is a nation of complexities, grappling with democratic backsliding, persistent inflation, and deep-seated conflicts with its Kurdish minority.",TR,578,6,No,土耳其
Turkmenistan,Turkmen,Türkmenistan,"6,516,100",109,2,1.33%,78,3,"53,954",86,2,"8,280",81,2,Asia,Ashgabat,Republic,488100,52,3,Turkmen manat,40.8,126,3,"Arid; desert, extreme temperatures",,,25.82,171,1,0.745,93,4,"Turkmenistan is one of the world's most secretive and bizarre dictatorships. Its capital, Ashgabat, holds a world record for the highest concentration of white marble buildings, a testament to the eccentric personality cults of its leaders. The nation's vast gas reserves fund such extravagant projects and fuel the ""Gates of Hell,"" a fiery gas crater that has been burned for decades in the Karakum Desert. Behind this strange facade lies a reality of severe repression, non-existent political freedoms, and a struggling population largely disconnected from its country's immense energy wealth.",TM,595,12,No,土库曼斯坦
Tuvalu,"English, Tuvaluan",Tuvalu,"11,396",194,1,0.74%,116,2,60,194,1,"5,265",103,2,Oceania,Funafuti,Constitutional monarchy,26,192,1,Australian dollar,39.1,114,3,"Tropical; hot, rainy season",,,-,-,0,0.641,129,3,"Tuvalu is a remote nation of nine low-lying coral atolls in the Pacific, so small that its highest point is just a few meters above sea level. This makes it extraordinarily vulnerable to climate change, with rising sea levels threatening to submerge the country entirely. In a unique twist of modern economics, Tuvalu's primary source of income is not from fishing or tourism, but from leasing its "".tv"" internet domain name to media companies worldwide. Despite its peaceful society, the existential threat of climate change looms over every aspect of life for its small population.",TV,583,6,No,图瓦卢
Uganda,"Enlish, Swahili",Uganda,"48,582,334",30,3,2.82%,12,4,"42,661",91,1,878,171,1,Africa,Kampala,Republic,241550,79,3,Ugandan shilling,42.7,140,3,Tropical; wet and dry seasons,,,46.08,129,2,0.525,166,2,"Uganda, the ""Pearl of Africa,"" is a country of breathtaking landscapes, from the snow-capped Rwenzori Mountains to the source of the Nile River at Lake Victoria. It's one of the best places to see endangered mountain gorillas and chimpanzees in their natural habitat. However, Uganda's history is scarred by the brutal military dictatorship of Idi Amin in the 1970s, a period of immense terror and economic collapse. While the country has seen economic growth since, it continues to struggle with authoritarian rule, widespread corruption, and significant human rights concerns.",UG,578,6,No,乌干达
Ukraine,Ukrainian,Ukraїna Україна,"36,744,634",41,3,-7.45%,195,1,"200,086",52,3,"5,445",102,2,Europe,Kyiv (also known as Kiev),Republic,603550,45,4,Ukrainian hryvnia,25.6,10,5,Temperate; continental influenced climate,,,61.19,76,2,0.773,76,4,"Ukraine, a nation with a deep history and a strong sense of national identity, is the largest country entirely within Europe, known for its vast fertile plains that have earned it the title ""breadbasket of Europe."" Its culture is rich with unique traditions, vibrant folk art, and beautiful Orthodox churches. The country's recent history is tragically defined by the 1986 Chernobyl nuclear disaster and, since 2022, a full-scale invasion by Russia, which has led to immense destruction and a devastating humanitarian crisis. The conflict has showcased Ukraine's fierce resistance and resilience.",UA,596,7,No,乌克兰
United Arab Emirates,Arabic,Al-’Imārat Al-‘Arabiyyah Al-Muttaḥidah الإمارات العربيّة المتّحدة,"9,516,871",95,2,0.80%,108,2,"405,468",35,3,"42,605",25,5,Asia,Abu Dhabi,Constitutional monarchy,83600,114,2,UAE dirham,26,12,5,"Desert; hot, dry",,,42.99,140,1,0.911,25,5,"The United Arab Emirates is a federation of seven emirates that transformed from a quiet desert region into a global hub for finance, trade, and tourism in just a few decades. Fueled by vast oil wealth, it is famous for its futuristic cityscapes, with architectural marvels like Dubai's Burj Khalifa and Abu Dhabi's Louvre museum. However, this rapid modernization relies heavily on a large migrant workforce, and the country faces significant international criticism for exploitative labor practices, restrictions on free speech, and a justice system that sharply curtails personal freedoms.",AE,592,20,No,阿联酋
United Kingdom,"English, Welsh, Scots, Irish","UK, Y Deyrnas Unedig, Rìoghachd Aonaichte, Ríocht Aontaithe","67,736,802",21,4,0.34%,146,2,"3,131,378",6,4,"46,229",23,5,Europe,London,Constitutional monarchy,242495,78,3,Pound sterling,36.6,87,4,"Temperate; cloudy, moderate rainfall",,,78.51,26,4,0.929,17,5,"The United Kingdom, a union of England, Scotland, Wales, and Northern Ireland, has a history that has shaped the modern world, from the Industrial Revolution to the vast British Empire. Its cultural exports, including Shakespeare, the Beatles, and the Harry Potter series, are iconic. Yet, the UK today is a nation grappling with its post-imperial identity. The legacy of colonialism is increasingly scrutinized, while the decision to leave the European Union (Brexit) has created deep economic and political fractures, and revived tensions over Scottish independence and the status of Northern Ireland.",GB,603,14,No,英国
United States of America,"English, Spanish","United States, Estados Unidos","339,996,564",3,5,0.50%,139,2,"23,315,081",1,5,"68,574",7,5,North America,"Washington, D.C.",Republic,9833517,3,5,United States dollar,39.4,116,3,Highly varied; desert to arctic,,,71.22,44,3,0.921,20,5,"The United States is a nation of immense contrasts, with a geography spanning from Arctic tundra to tropical islands, and a culture shaped by centuries of immigration. It is a world leader in technology and innovation, and its cultural and political influence is felt globally. The ""American Dream""—the ideal of prosperity through hard work—is a core part of its identity. However, the country is deeply divided by political polarization, and grapples with a complex legacy of slavery and racial injustice, extreme wealth inequality, and a unique problem of widespread gun violence.",US,582,24,No,美国
Uruguay,Spanish,Uruguay,"3,423,109",133,2,0.01%,164,2,"59,318",83,2,"17,329",50,3,South America,Montevideo,Republic,176215,89,3,Uruguayan peso,31.1,41,4,Temperate; warm and wet,,,70.33,51,3,0.809,57,4,"Uruguay is often considered one of South America's most stable and progressive nations. It boasts a high standard of living, a large middle class, and a strong democratic tradition, standing in contrast to many of its neighbors. It made headlines as the first country in the world to fully legalize cannabis in 2013. Its economy is heavily based on agriculture, especially high-quality beef exports. While largely peaceful, the country still carries the memory of the civic-military dictatorship that ruled until 1985, and faces modern challenges of economic diversification and brain drain.",UY,591,7,No,乌拉圭
Uzbekistan,Uzbek,O‘zbekiston Ўзбекистон,"35,163,944",43,3,1.55%,61,3,"69,239",75,2,"1,969",149,1,Asia,Tashkent,Republic,447400,56,3,Uzbekistani som,36.7,89,4,"Arid; desert, extreme temperature ranges",,,45.73,133,2,0.727,100,4,"One of only two double-landlocked countries in the world, Uzbekistan is a land of Silk Road legends. Its ancient cities of Samarkand, Bukhara, and Khiva, with their stunning Islamic architecture, were central hubs on the historic trade route. Beyond its rich history, modern Uzbekistan is one of the world's top gold producers and a major cotton exporter. The nation is slowly opening up after decades of isolation, navigating a complex transition towards a more modern economy while grappling with its Soviet-era legacy.",UZ,521,10,No,乌兹别克斯坦
Vanuatu,French,Vanuatu,"334,506",173,1,2.38%,31,4,981,182,1,"2,933",135,2,Oceania,Port Vila,Republic,12189,157,2,Vanuatu vatu,37.6,99,3,"Tropical; hot, wet",,,-,-,0,0.607,140,3,"Home to the original bungee jumpers—the land divers of Pentecost Island—Vanuatu is an archipelago of volcanic thrills and ancient customs. You can stand on the crater rim of Mt. Yasur, one of the world's most accessible active volcanoes, and witness a tribe on the island of Tanna that worships Prince Philip. Below the waves lies the sunken SS President Coolidge, a massive, famous shipwreck explorable by divers. This island nation, often ranked as the most at-risk for natural disasters, embodies a life of resilience, tradition, and raw adventure.",VU,551,7,No,瓦努阿图
Vatican City,"Italian, latin","Città del Vaticano, Civitas Vaticana",764,195,1,0.00%,165,2,21,195,1,"27,487",36,4,Europe,Vatican City,Absolute monarchy,0.49,195,1,European euro,-,-,0,"Temperate; mild winters, hot summers",,,-,-,0,-,-,0,"The world's smallest state Vatican City sits atop a former pagan necropolis, its grand basilica built over St. Peter's tomb. Home to the Codex Vaticanus, one of the oldest Bibles, it's a place of statistical oddities: ATMs offer Latin, it has the world's highest per-capita wine consumption, and its crime rate is technically the highest (per capita) due to petty crimes in the square. A sovereign state born from a 1929 treaty with Italy, it is an absolute monarchy ruled by the Pope, guarding millennia of art, history, and secrets within its walls.",VA,551,12,No,梵蒂冈
Venezuela,Spanish,Venezuela,"28,838,499",52,3,1.90%,50,3,"111,813",61,2,"3,877",121,2,South America,Caracas,Republic,916445,32,4,Venezuelan bolivar,44.8,150,2,"Varied; tropical, highland areas",,,36.99,154,1,0.691,119,3,"Venezuela is a land of staggering natural beauty and immense tragedy. It's home to Angel Falls, the world's tallest uninterrupted waterfall, and the mysterious Catatumbo lightning, an atmospheric phenomenon of near-continuous thunderstorms. Sitting atop the world's largest proven oil reserves, the country was once the wealthiest in South America. This immense natural wealth now stands in devastating contrast to one of the worst non-wartime economic collapses in modern history, resulting in hyperinflation, widespread shortages, and a massive humanitarian and refugee crisis.",VE,579,9,No,委内瑞拉
Vietnam,Vietnamese,Việt Nam,"98,858,950",16,4,0.68%,120,2,"366,138",40,3,"3,704",126,2,Asia,Hanoi,Republic,331212,66,3,Vietnamese dong,35.7,79,4,Tropical; monsoon and dry season,,,24.58,173,1,0.703,114,4,"Vietnam is a land of startling contrasts and unique traditions. It's home to the world's largest cave, Son Doong, a subterranean world with its own jungle and climate. The nation that introduced ""egg coffee"" to the world is the second-largest coffee exporter globally and the top producer of cashews. Its cities, like Hanoi, are a chaotic ballet of nearly 60 million motorbikes, yet you can find tranquility in ancient water puppet theaters. From the surreal Golden Bridge held by giant stone hands to the vast Cu Chi Tunnels from the war, Vietnam's story of resilience and rich culture is everywhere.",VN,601,7,No,越南
Yemen,Arabic,Al-Yaman اليمن,"34,449,825",44,3,2.24%,38,4,"9,947",146,1,289,195,1,Asia,Sana'a,Provisional,527968,49,4,Yemeni rial,36.7,88,4,"Mostly arid; hot, humid coast",,,32.78,163,1,0.455,182,1,"Yemen, once known to the Romans as ""Fortunate Arabia"", was a thriving center of ancient civilizations like the Sabaeans, enriched by the frankincense and myrrh trade. It is the historical heartland of coffee, first cultivated and traded from its port of Mocha. Its unique architectural heritage includes the ancient 'Manhattan of the Desert,' Shibam, and the otherworldly island of Socotra, a treasure of biodiversity. This rich history now stands in stark contrast to a devastating modern reality, as the country endures one of the world's worst humanitarian crises due to a brutal civil war.",YE,593,5,No,也门
Zambia,"Bemba, Chewa, English",Zambia,"20,569,738",62,3,2.76%,14,4,"21,313",111,1,"1,036",167,1,Africa,Lusaka,Republic,752612,38,4,Zambian kwacha,57.1,183,1,Tropical; wet and dry,,,59.41,84,2,0.565,153,2,"A landlocked nation in the heart of Southern Africa, Zambia is a tapestry of dramatic landscapes. It shares the majestic Victoria Falls, known locally as Mosi-oa-Tunya, 'The Smoke that Thunders,' and is home to the world's largest man-made lake, Lake Kariba. A pioneer of the walking safari, one-third of its territory is dedicated to national parks teeming with wildlife. With over 70 distinct tribes and languages, Zambia's cultural richness is exemplified by the Kuomboka ceremony, a mass migration of people from the vast Barotse Floodplain to escape the annual floods.",ZM,573,6,No,赞比亚
Zimbabwe,"English, Shona",Zimbabwe,"16,665,409",73,2,2.11%,43,4,"24,118",109,1,"1,447",159,1,Africa,Harare,Republic,390757,60,3,United States dollar,50.3,172,1,Tropical; moderated by altitude,,,48.17,122,2,0.593,146,2,"The world's smallest state and the heart of the Roman Catholic Church, Vatican City sits atop a former pagan necropolis, its grand basilica built over St. Peter's tomb. Home to the Codex Vaticanus, one of the oldest Bibles, it's a place of statistical oddities: ATMs offer Latin and it has the world's highest per-capita wine consumption. A sovereign state born from a 1929 treaty, it's an absolute monarchy ruled by the Pope, guarding millennia of art, history, and secrets within its ancient walls.",ZW,500,8,No,津巴布韦
Åland,Swedish,"Åland, Ahvenanmaan","30,569",≡191,1,0.29%,≡149,2,"1,563",≡177,1,"51,130",≡19,5,Europe,Mariehamn,Provisional,1580,≡170,1,Euro,-,-,0,"Maritime; mild, moderate rainfall",,,93.01,≡1,5,0.9,≡27,5,"An autonomous, Swedish-speaking archipelago within Finland, Åland is a nation in its own right, with its own flag, stamps, and even red-granite roads. Granted demilitarization by the League of Nations in 1921, its people are exempt from military service. Once the hub for the world's last great fleet of windjammers, its maritime soul lives on in the museum ship Pommern. Consisting of over 6,700 islands, where moose swim between them, it's a unique blend of history, nature, and fiercely independent island culture, kept afloat by tax-free ferry trade.",AX,554,5,Yes,奥兰
Anguilla,English,Anguilla,"15,701",≡192,1,0.26%,≡151,2,303,≡189,1,"19,298",≡46,3,North America,The Valley,Republic,91,≡190,1,Eastern Caribbean dollar,-,-,0,"Tropical; hot, dry season",,,-,-,0,0.865,≡37,5,"A tranquil British territory where boat racing is the national sport and there are no chain restaurants, street addresses, or income tax. This eel-shaped island is famed for its 33 pristine beaches. Its modern history was shaped by the ""Bay of Piglets,"" a peculiar 1960s revolution where islanders successfully fought to remain under British rule rather than be governed by St. Kitts. Today, it's a quiet, high-end destination where directions are given by landmark and getting mail means a trip to the post office.",AI,515,8,Yes,安圭拉
Cayman Islands,English,Cayman Islands,"71,105",≡186,1,0.80%,≡108,2,"5,809",≡153,1,"81,696",≡6,5,North America,George Town,Republic,259,≡188,1,Cayman Islands dollar,-,-,0,"Tropical; hot, wet season",,,-,-,0,0.984,≡1,5,"A British Overseas Territory in the western Caribbean, the Cayman Islands boasts one of the highest standards of living in the region. While it's famed for luxury tourism with sites like Stingray City and pristine coral reefs, its true global impact comes from being a major offshore financial haven. This status has attracted immense wealth and controversy, creating a unique dynamic where idyllic island life meets the high-stakes world of international finance. The territory enjoys significant self-governance, navigating a complex identity between its British ties and its powerful economic independence.",KY,609,14,Yes,开曼群岛
